Parent ZAI,Reaction ID,Daughter ZAI,Cross-section
791970,102,791980,6.10E-01
791970,102,791980,5.88E-04
791970,103,781970,8.23E-07
791970,103,781970,5.44E-07
791980,16,791970,7.69E-04
791980,16,791970,1.33E-03
791980,17,791960,9.46E-06
791980,17,791960,3.77E-05
791980,17,791960,3.99E-07
791980,102,791990,6.91E-01
791980,103,781980,9.37E-07
791981,16,791970,6.93E-04
791981,16,791970,7.99E-04
791981,17,791960,4.03E-05
791981,17,791960,2.18E-05
791981,17,791960,5.34E-06
791981,102,791990,1.50E+00
791981,103,781980,1.36E-06
791990,16,791980,1.21E-03
791990,16,791980,3.66E-05
791990,17,791970,3.23E-05
791990,17,791970,4.49E-05
791990,102,792000,5.89E-01
791990,102,792000,1.30E-04
791990,103,781990,3.63E-07
791990,103,781990,4.19E-07
792001,16,791990,1.07E-03
792001,17,791980,4.92E-05
792001,17,791980,2.99E-06
792001,102,792010,2.08E-01
792001,103,782000,4.65E-07
801930,16,801920,1.26E-03
801930,17,801910,1.22E-06
801930,17,801910,8.58E-07
801930,102,801940,7.57E-01
801930,103,791930,1.12E-05
801930,103,791930,4.18E-06
801931,16,801920,7.28E-04
801931,17,801910,1.40E-06
801931,17,801910,1.40E-06
801931,102,801940,7.88E-01
801931,103,791930,5.36E-06
801931,103,791930,5.22E-06
801940,16,801930,1.69E-04
801940,16,801930,1.30E-04
801940,17,801920,4.37E-06
801940,102,801950,4.77E-01
801940,102,801950,2.72E-02
801940,103,791940,1.67E-06
801940,103,791940,1.78E-06
801940,103,791940,3.76E-08
801950,16,801940,1.52E-03
801950,17,801930,9.21E-06
801950,17,801930,3.57E-06
801950,102,801960,7.19E-01
801950,103,791950,3.89E-06
801950,103,791950,1.62E-06
801951,16,801940,1.09E-03
801951,17,801930,1.28E-05
801951,17,801930,6.52E-06
801951,102,801960,4.34E-01
801951,103,791950,2.48E-06
801951,103,791950,2.10E-06
801960,16,801950,1.68E-04
801960,16,801950,4.03E-04
801960,17,801940,6.30E-06
801960,102,801970,1.00E+00
801960,102,801970,2.43E-02
801960,103,791960,1.48E-06
801960,103,791960,1.60E-06
801960,103,791960,4.17E-09
801970,16,801960,1.65E-03
801970,17,801950,1.16E-05
801970,17,801950,2.02E-05
801970,102,801980,2.16E-01
801970,103,791970,9.21E-07
801970,103,791970,7.86E-07
801971,16,801960,1.13E-03
801971,17,801950,6.39E-06
801971,17,801950,2.80E-05
801971,102,801980,3.73E-01
801971,103,791970,9.86E-07
801971,103,791970,1.37E-06
801980,16,801970,4.94E-04
801980,16,801970,5.51E-04
801980,17,801960,2.11E-05
801980,102,801990,2.80E-01
801980,102,801990,5.83E-03
801980,103,791980,1.33E-06
801980,103,791980,5.85E-09
801990,16,801980,1.94E-03
801990,17,801970,2.24E-05
801990,17,801970,3.39E-05
801990,102,802000,7.05E-01
801990,103,791990,2.13E-06
802000,16,801990,3.81E-04
802000,16,801990,3.80E-04
802000,17,801980,4.64E-05
802000,102,802010,1.45E-01
802000,103,792000,1.47E-06
802000,103,792000,4.70E-09
802010,16,802000,1.52E-03
802010,17,801990,3.47E-05
802010,17,801990,6.04E-05
802010,102,802020,6.50E-01
802010,103,792010,7.67E-07
802020,16,802010,1.30E-03
802020,17,802000,5.84E-05
802020,102,802030,6.18E-02
802020,103,792020,1.37E-06
802030,16,802020,1.67E-03
802030,17,802010,1.08E-04
802030,102,802040,3.52E-02
802030,103,792030,7.56E-07
802040,16,802030,1.64E-03
802040,17,802020,9.83E-05
802040,102,802050,4.00E-02
802040,103,792040,1.36E-06
811990,16,811980,2.02E-04
811990,16,811980,3.27E-04
811990,17,811970,3.02E-06
811990,17,811970,2.69E-06
811990,102,812000,1.38E+00
811990,103,801990,7.00E-06
811990,103,801990,1.03E-06
812000,16,811990,1.08E-03
812000,17,811980,4.18E-06
812000,17,811980,3.95E-06
812000,102,812010,5.32E-01
812000,103,802000,6.15E-06
812010,16,812000,9.27E-04
812010,17,811990,8.40E-06
812010,102,812020,3.91E-01
812010,103,802010,2.81E-06
812020,16,812010,1.09E-03
812020,17,812000,2.49E-05
812020,102,812030,3.51E-01
812020,103,802020,1.67E-06
812030,16,812020,9.92E-04
812030,17,812010,4.08E-05
812030,102,812040,3.63E-01
812030,103,802030,1.70E-06
812040,16,812030,1.82E-03
812040,17,812020,5.41E-05
812040,102,812050,1.56E-01
812040,103,802040,1.24E-06
812050,16,812040,8.97E-04
812050,17,812030,4.86E-05
812050,102,812060,3.00E-02
812050,102,812060,1.59E-05
812050,103,802050,4.83E-07
822000,16,821990,1.93E-04
822000,16,821990,1.17E-04
822000,17,821980,1.43E-06
822000,102,822010,1.46E-01
822000,102,822010,1.09E-02
822000,103,812000,6.70E-06
822010,16,822000,5.49E-04
822010,17,821990,3.63E-06
822010,17,821990,1.37E-06
822010,102,822020,2.55E+00
822010,102,822020,2.01E-02
822010,103,812010,5.05E-06
822020,16,822010,3.43E-04
822020,16,822010,2.18E-04
822020,17,822000,2.90E-06
822020,102,822030,5.87E-02
822020,102,822030,6.33E-03
822020,102,822030,4.36E-06
822020,103,812020,1.99E-06
822030,16,822020,7.12E-04
822030,16,822020,1.71E-04
822030,17,822010,9.88E-06
822030,17,822010,2.33E-06
822030,102,822040,1.46E-01
822030,102,822040,1.14E-03
822030,103,812030,1.85E-06
822040,16,822030,3.75E-04
822040,16,822030,3.74E-04
822040,16,822030,2.53E-06
822040,17,822020,1.22E-05
822040,17,822020,3.77E-07
822040,102,822050,1.26E-01
822040,102,822050,7.01E-03
822040,103,812040,2.19E-06
822050,16,822040,1.45E-03
822050,16,822040,2.34E-04
822050,17,822030,1.15E-05
822050,17,822030,4.68E-06
822050,17,822030,1.47E-08
822050,102,822060,5.52E-02
822050,103,812050,1.36E-06
822060,16,822050,6.59E-04
822060,16,822050,2.32E-04
822060,17,822040,2.83E-05
822060,17,822040,5.63E-06
822060,102,822070,8.80E-03
822060,102,822070,2.59E-04
822060,103,812060,9.28E-07
822060,103,812060,6.82E-09
822070,16,822060,1.27E-03
822070,17,822050,2.52E-05
822070,17,822050,3.60E-05
822070,102,822080,6.80E-03
822070,103,812070,6.24E-07
822070,103,812070,5.53E-07
822080,16,822070,8.87E-04
822080,16,822070,3.64E-04
822080,17,822060,6.32E-05
822080,102,822090,9.25E-04
822080,103,812080,5.20E-07
822090,16,822080,8.05E-03
822090,17,822070,5.02E-05
822090,17,822070,1.15E-04
822090,102,822100,3.90E-03
822090,103,812090,1.17E-06
822100,16,822090,5.25E-03
822100,17,822080,3.09E-04
822100,102,822110,2.71E-03
822100,103,812100,1.98E-07
822120,16,822110,7.11E-03
822120,17,822100,4.27E-04
822120,102,822130,7.43E-03
832030,16,832020,2.21E-04
832030,17,832010,9.07E-07
832030,17,832010,2.37E-08
832030,102,832040,3.89E-01
832030,103,822030,2.26E-05
832030,103,822030,2.16E-06
832030,103,822030,1.24E-08
832040,16,832030,5.60E-04
832040,16,832030,6.30E-06
832040,17,832020,1.19E-06
832040,102,832050,3.35E+00
832040,103,822040,1.23E-05
832040,103,822040,1.00E-06
832050,16,832040,6.24E-04
832050,17,832030,7.56E-06
832050,17,832030,1.22E-07
832050,102,832060,2.08E-01
832050,103,822050,1.91E-05
832050,103,822050,7.42E-06
832060,16,832050,1.29E-03
832060,17,832040,3.20E-05
832060,102,832070,1.88E-01
832060,103,822060,9.75E-06
832070,16,832060,1.14E-03
832070,17,832050,3.35E-05
832070,102,832080,1.38E-01
832070,102,832080,3.93E-04
832070,103,822070,3.12E-06
832070,103,822070,6.32E-07
832080,16,832070,1.68E-03
832080,17,832060,4.69E-05
832080,102,832090,1.24E-01
832080,103,822080,1.94E-06
832090,16,832080,1.59E-03
832090,16,832080,1.05E-04
832090,17,832070,7.40E-05
832090,102,832100,6.39E-03
832090,102,832100,2.00E-03
832090,103,822090,5.52E-07
832100,16,832090,1.29E-02
832100,17,832080,2.02E-04
832100,17,832080,2.15E-05
832100,102,832110,1.32E-02
832100,103,822100,4.65E-07
832101,16,832090,8.04E-03
832101,17,832080,1.98E-04
832101,17,832080,2.14E-05
832101,102,832110,1.27E-02
832101,103,822100,8.72E-07
842060,16,842050,5.15E-04
842060,17,842040,2.92E-06
842060,102,842070,5.81E-02
842060,102,842070,1.88E-04
842060,103,832060,1.85E-05
842070,16,842060,1.13E-03
842070,17,842050,1.11E-05
842070,102,842080,6.31E-02
842070,103,832070,1.13E-05
842080,16,842070,5.08E-04
842080,16,842070,1.14E-04
842080,17,842060,2.03E-05
842080,102,842090,9.20E-02
842080,103,832080,6.36E-06
842080,103,832080,1.41E-07
842090,16,842080,1.67E-03
842090,17,842070,2.11E-05
842090,17,842070,6.03E-06
842090,102,842100,4.48E-02
842090,103,832090,1.71E-06
842100,16,842090,7.44E-04
842100,17,842080,2.22E-05
842100,102,842110,8.54E-03
842100,102,842110,1.37E-04
842100,103,832100,7.66E-07
842100,103,832100,9.61E-08
852100,16,852090,1.71E-03
852100,17,852080,2.53E-05
852100,102,852110,3.36E-01
852100,103,842100,1.21E-05
852110,16,852100,1.48E-03
852110,17,852090,4.41E-05
852110,102,852120,8.96E-02
852110,102,852120,7.73E-03
852110,103,842110,1.35E-06
852110,103,842110,4.09E-09
862110,16,862100,1.31E-03
862110,17,862090,1.47E-05
862110,18,0,3.55E-02
862110,102,862120,1.93E-01
862110,103,852110,2.34E-05
862220,16,862210,2.62E-03
862220,17,862200,3.04E-04
862220,18,0,5.20E-03
882230,16,882220,7.45E-03
882230,17,882210,2.70E-04
882230,18,0,8.86E-02
882230,102,882240,9.55E-01
882230,103,872230,1.09E-06
882240,16,882230,2.18E-03
882240,17,882220,1.37E-04
882240,18,0,3.77E-02
882240,102,882250,3.40E-01
882240,103,872240,1.57E-06
882250,16,882240,9.80E-03
882250,17,882230,2.54E-04
882250,18,0,8.97E-02
882250,102,882260,1.03E+00
882250,103,872250,6.47E-07
882260,16,882250,2.38E-03
882260,17,882240,2.05E-04
882260,18,0,4.91E-05
882260,102,882270,3.58E-01
882260,103,872260,1.58E-06
882280,16,882270,4.85E-03
882280,17,882260,2.35E-04
882280,18,0,2.48E-02
882280,102,882290,3.14E-01
882280,103,872280,1.34E-06
892250,16,892240,2.13E-03
892250,17,892230,1.59E-04
892250,18,0,2.73E-02
892250,102,892260,2.51E+00
892250,103,882250,9.82E-07
892260,16,892250,8.91E-03
892260,17,892240,1.84E-04
892260,18,0,3.58E-01
892260,102,892270,2.47E+00
892260,103,882260,5.43E-07
892270,16,892260,2.58E-03
892270,17,892250,2.72E-04
892270,18,0,2.43E-03
892270,102,892280,6.26E-01
892270,103,882270,8.18E-07
892280,16,892270,1.25E-02
892280,17,892260,2.99E-04
892280,18,0,2.27E-08
892280,102,892290,1.72E+00
892280,103,882280,7.45E-07
902270,16,902260,4.57E-03
902270,17,902250,1.90E-04
902270,18,0,1.26E+00
902270,102,902280,2.62E+00
902270,103,892270,1.45E-06
902280,16,902270,8.93E-04
902280,17,902260,1.43E-04
902280,18,0,8.54E-02
902280,102,902290,1.72E-01
902280,103,892280,1.34E-06
902290,16,902280,3.12E-03
902290,17,902270,1.85E-04
902290,18,0,1.42E+00
902290,102,902300,2.64E+00
902290,103,892290,8.57E-07
902300,16,902290,1.65E-03
902300,17,902280,1.78E-04
902300,18,0,5.11E-02
902300,102,902310,8.20E-01
902300,103,892300,1.04E-06
902310,16,902300,9.57E-03
902310,17,902290,8.71E-05
902310,18,0,3.54E-01
902310,102,902320,1.41E+00
902310,103,892310,9.43E-07
902320,16,902310,2.39E-03
902320,17,902300,1.78E-04
902320,18,0,1.28E-02
902320,102,902330,7.89E-01
902320,103,892320,1.16E-06
902340,16,902330,4.72E-03
902340,17,902320,2.83E-04
902340,18,0,6.96E-03
902340,102,902350,5.19E-01
912280,16,912270,1.43E-03
912280,17,912260,6.39E-05
912280,18,0,7.86E-01
912280,102,912290,1.59E+00
912280,103,902280,1.36E-06
912290,16,912280,4.59E-04
912290,17,912270,1.74E-05
912290,18,0,5.82E-01
912290,102,912300,7.06E-01
912290,103,902290,1.31E-06
912300,16,912290,3.48E-04
912300,17,912280,1.98E-05
912300,18,0,2.15E+00
912300,102,912310,5.64E-02
912300,103,902300,1.35E-06
912310,16,912300,6.53E-04
912310,17,912290,5.25E-05
912310,18,0,3.82E-01
912310,102,912320,2.52E+00
912310,103,902310,1.12E-06
912320,16,912310,3.99E-03
912320,17,912300,1.05E-04
912320,18,0,3.46E+00
912320,102,912330,1.49E+00
912320,103,902320,5.76E-07
912330,16,912320,1.37E-03
912330,17,912310,1.79E-04
912330,18,0,1.31E-01
912330,102,912340,9.17E-01
912330,102,912340,1.39E+00
912330,103,902330,7.29E-07
912340,16,912330,4.69E-03
912340,17,912320,1.34E-04
912340,18,0,7.77E-03
912340,102,912350,1.73E+00
912340,103,902340,4.77E-07
922300,16,922290,6.87E-05
922300,17,922280,3.04E-05
922300,18,0,1.11E+00
922300,102,922310,1.41E-01
922300,103,912300,1.55E-06
922310,16,922300,1.63E-04
922310,17,922290,2.08E-05
922310,18,0,1.22E+00
922310,102,922320,4.06E-01
922310,103,912310,1.09E-06
922320,16,922310,4.73E-05
922320,17,922300,2.69E-06
922320,18,0,2.24E+00
922320,102,922330,5.76E-01
922320,103,912320,9.04E-07
922330,16,922320,2.31E-04
922330,17,922310,4.15E-06
922330,18,0,3.74E+00
922330,102,922340,3.35E-01
922330,103,912330,1.12E-06
922340,16,922330,4.10E-04
922340,17,922320,1.09E-05
922340,18,0,5.69E-01
922340,102,922350,6.19E-01
922340,103,912340,1.40E-06
922340,103,912340,1.93E-07
922350,16,922340,2.10E-03
922350,17,922330,2.26E-05
922350,18,0,2.03E+00
922350,102,922360,7.78E-01
922350,103,912350,9.95E-07
922360,16,922350,1.66E-03
922360,16,922350,4.88E-04
922360,17,922340,1.40E-04
922360,18,0,1.69E-01
922360,102,922370,7.85E-01
922360,103,912360,1.62E-06
922370,16,922360,4.39E-03
922370,17,922350,6.25E-05
922370,17,922350,1.80E-05
922370,18,0,9.35E-01
922370,102,922380,1.01E+00
922370,103,912370,1.04E-06
922380,16,922370,2.01E-03
922380,17,922360,7.89E-05
922380,18,0,5.89E-02
922380,102,922390,2.67E-01
922380,103,912380,3.34E-07
922400,16,922390,4.44E-03
922400,17,922380,3.45E-04
922400,18,0,7.48E-02
932340,16,932330,1.06E-03
932340,17,932320,5.63E-05
932340,18,0,3.17E+00
932340,102,932350,1.36E+00
932340,103,922340,1.80E-06
932350,16,932340,2.34E-04
932350,17,932330,4.59E-05
932350,18,0,1.98E+00
932350,102,932360,4.07E-01
932350,102,932360,1.26E+00
932350,103,922350,8.61E-07
932350,103,922350,3.01E-07
932360,16,932350,5.68E-04
932360,17,932340,6.11E-05
932360,18,0,4.50E+00
932360,102,932370,8.51E-01
932360,103,922360,8.36E-07
932361,16,932350,3.18E-03
932361,17,932340,1.02E-04
932361,18,0,1.90E+00
932361,102,932370,3.73E-01
932361,103,922360,1.14E-06
932370,16,932360,3.17E-04
932370,16,932360,3.77E-04
932370,17,932350,4.02E-05
932370,18,0,3.37E-01
932370,102,932380,2.06E+00
932370,103,922370,7.29E-07
932380,16,932370,2.28E-03
932380,17,932360,6.17E-05
932380,17,932360,2.77E-05
932380,18,0,5.17E+00
932380,102,932390,1.70E-01
932380,103,922380,3.86E-07
932390,16,932380,6.56E-04
932390,17,932370,5.61E-05
932390,18,0,6.12E-01
932390,102,932400,3.14E+00
932390,102,932400,1.92E+00
932390,103,922390,6.62E-07
942340,16,942330,5.89E-04
942340,17,942320,6.86E-05
942340,18,0,1.45E-02
942340,102,942350,2.75E+00
942340,103,932340,1.98E-06
942360,16,942350,6.36E-05
942360,17,942340,1.53E-06
942360,18,0,5.21E+00
942360,102,942370,1.49E-01
942360,103,932360,1.50E-06
942360,103,932360,3.78E-07
942370,16,942360,1.73E-04
942370,17,942350,5.29E-06
942370,18,0,6.59E+00
942370,102,942380,3.37E-01
942370,103,932370,1.47E-06
942380,16,942370,1.39E-04
942380,17,942360,2.45E-06
942380,18,0,1.12E+00
942380,102,942390,8.05E-01
942380,103,932380,1.09E-06
942390,16,942380,8.02E-04
942390,17,942370,1.52E-05
942390,18,0,3.29E+00
942390,102,942400,6.11E-01
942390,103,932390,1.89E-06
942400,16,942390,7.73E-04
942400,17,942380,4.97E-05
942400,18,0,6.07E-01
942400,102,942410,8.45E-01
942400,103,932400,9.99E-07
942400,103,932400,5.05E-07
942410,16,942400,5.31E-03
942410,17,942390,3.05E-05
942410,18,0,2.86E+00
942410,102,942420,4.96E-01
942410,103,932410,6.83E-07
942420,16,942410,1.42E-03
942420,17,942400,1.74E-04
942420,18,0,3.54E-01
942420,102,942430,5.84E-01
942430,16,942420,4.80E-03
942430,17,942410,1.23E-04
942430,18,0,1.06E+00
942430,102,942440,3.47E-01
942440,16,942430,3.18E-03
942440,17,942420,2.33E-04
942440,18,0,4.62E-01
942440,102,942450,6.41E-01
942450,16,942440,1.22E-02
942450,17,942430,2.22E-04
942450,18,0,1.31E-02
942450,102,942460,1.45E+00
942460,16,942450,2.45E-03
942460,17,942440,2.81E-04
942460,18,0,1.74E-01
952390,16,952380,1.03E-04
952390,17,952370,4.14E-07
952390,18,0,6.71E-01
952390,102,952400,2.05E+00
952390,103,942390,1.15E-06
952400,16,952390,1.99E-03
952400,17,952380,1.30E-05
952400,18,0,3.35E+00
952400,102,952410,8.56E-01
952400,103,942400,1.34E-06
952410,16,952400,5.05E-04
952410,17,952390,8.49E-06
952410,18,0,3.39E-01
952410,102,952420,3.08E+00
952410,102,952420,2.06E-01
952410,103,942410,1.34E-06
952420,16,952410,8.63E-04
952420,17,952400,5.31E-05
952420,18,0,6.30E+00
952420,102,952430,8.39E-01
952420,103,942420,7.06E-07
952421,16,952410,5.01E-02
952421,17,952400,3.51E-05
952421,18,0,5.48E+00
952421,102,952430,7.82E-01
952421,103,942420,5.02E-07
952430,16,952420,6.01E-04
952430,16,952420,1.83E-04
952430,17,952410,5.79E-05
952430,18,0,4.00E-01
952430,102,952440,2.48E+00
952430,103,942430,5.72E-07
952440,16,952430,1.23E-03
952440,17,952420,4.07E-05
952440,17,952420,2.34E-05
952440,18,0,2.90E+00
952440,102,952450,1.74E+00
952440,103,942440,5.22E-07
962400,16,962390,1.60E-05
962400,17,962380,4.57E-07
962400,18,0,4.45E-01
962400,102,962410,1.04E+00
962400,103,952400,1.68E-06
962410,16,962400,1.03E-03
962410,17,962390,8.87E-07
962410,18,0,4.22E+00
962410,102,962420,5.99E-01
962410,103,952410,1.95E-06
962420,16,962410,2.74E-04
962420,17,962400,2.91E-06
962420,18,0,1.00E+00
962420,102,962430,9.77E-01
962420,103,952420,4.35E-07
962420,103,952420,6.23E-07
962430,16,962420,4.23E-04
962430,17,962410,3.71E-06
962430,18,0,4.35E+00
962430,102,962440,3.62E-01
962430,103,952430,1.50E-06
962440,16,962430,1.86E-02
962440,17,962420,1.84E-05
962440,18,0,5.04E-01
962440,102,962450,1.22E+00
962440,103,952440,6.88E-07
962440,103,952440,3.59E-07
962450,16,962440,1.08E-03
962450,17,962430,5.02E-05
962450,18,0,4.43E+00
962450,102,962460,6.23E-01
962450,103,952450,8.54E-07
962460,16,962450,8.41E-04
962460,17,962440,6.52E-05
962460,18,0,5.63E-01
962460,102,962470,7.06E-01
962460,103,952460,6.88E-07
962460,103,952460,3.85E-07
962470,16,962460,2.89E-03
962470,17,962450,5.27E-05
962470,18,0,3.86E+00
962470,102,962480,6.14E-01
962470,103,952470,7.08E-07
962480,16,962470,1.35E-03
962480,17,962460,6.62E-05
962480,18,0,2.85E-01
962480,102,962490,2.51E-01
962490,16,962480,2.22E-03
962490,17,962470,8.79E-05
962490,18,0,3.87E+00
962490,102,962500,2.87E-01
962500,16,962490,1.05E-04
962500,17,962480,4.28E-05
962500,18,0,4.32E-01
962500,102,962510,2.28E-01
972450,16,972440,3.89E-05
972450,17,972430,5.43E-07
972450,18,0,2.98E-01
972450,102,972460,3.45E-01
972450,103,962450,1.30E-06
972460,16,972450,7.40E-05
972460,17,972440,2.65E-06
972460,18,0,1.10E+00
972460,102,972470,1.74E-01
972460,103,962460,1.23E-06
972470,16,972460,1.79E-04
972470,17,972450,1.47E-06
972470,18,0,4.29E-01
972470,102,972480,2.23E-01
972470,103,962470,9.72E-07
972481,16,972470,3.19E-04
972481,17,972460,8.95E-06
972481,102,972490,1.64E-01
972481,103,962480,5.78E-07
972490,16,972480,1.26E-05
972490,17,972470,5.68E-06
972490,18,0,2.81E-01
972490,102,972500,1.19E+00
972490,103,962490,6.86E-07
972500,16,972490,3.60E-04
972500,17,972480,7.74E-07
972500,18,0,1.99E+00
972500,102,972510,7.30E-01
972500,103,962500,6.18E-07
982460,16,982450,3.95E-04
982460,17,982440,1.52E-06
982460,18,0,1.90E-01
982460,102,982470,3.84E-01
982460,103,972460,1.10E-06
982480,16,982470,1.86E-04
982480,17,982460,1.89E-06
982480,18,0,4.79E-01
982480,102,982490,4.59E-01
982480,103,972480,4.39E-07
982490,16,982480,1.29E-03
982490,17,982470,6.00E-06
982490,18,0,5.12E+00
982490,102,982500,7.21E-01
982490,103,972490,7.06E-07
982500,16,982490,3.51E-04
982500,17,982480,2.38E-05
982500,18,0,1.05E+00
982500,102,982510,9.22E-01
982500,103,972500,9.36E-07
982510,16,982500,1.33E-03
982510,17,982490,2.62E-05
982510,18,0,2.77E+00
982510,102,982520,6.29E-01
982510,103,972510,5.55E-07
982520,16,982510,4.23E-04
982520,17,982500,1.84E-05
982520,18,0,1.44E+00
982520,102,982530,6.21E-01
982530,16,982520,3.92E-04
982530,17,982510,1.06E-05
982530,18,0,1.17E+01
982530,102,982540,7.15E-03
982540,16,982530,1.11E-04
982540,17,982520,3.22E-06
982540,18,0,1.59E+00
982540,102,982550,6.82E-02
